0.46,0.38,0.53,-1376.7074999999995,-320.6225,-627.3824999999997,-2324.712499999999
0.46,0.38,0.54,-1369.4450000000006,-336.35249999999996,-470.60499999999956,-2176.4025
0.46,0.38,0.55,-1341.3399999999997,-345.52,-207.90749999999935,-1894.767499999999
0.46,0.39,0.5,-1329.3500000000004,238.52499999999998,-1267.2825000000003,-2358.1075000000005
0.46,0.39,0.51,-1385.3225000000002,134.7625,-1100.1224999999995,-2350.6825
0.46,0.39,0.52,-1468.0124999999998,57.472500000000025,-906.4650000000001,-2317.005
0.46,0.39,0.53,-1332.545,1.9050000000000296,-511.3900000000003,-1842.0300000000004
0.46,0.39,0.54,-1412.1225000000004,-82.70249999999999,-463.7425000000003,-1958.5675000000006
0.46,0.39,0.55,-1492.8674999999998,-151.39249999999998,-361.8800000000001,-2006.1399999999999
0.46,0.4,0.5,-1358.5225,652.1375,-1275.7799999999997,-1982.1649999999997
0.46,0.4,0.51,-1515.2424999999998,571.3475000000001,-1181.2225000000008,-2125.1175000000003
0.46,0.4,0.52,-1472.3900000000003,499.6425,-880.9300000000003,-1853.6775000000007
0.46,0.4,0.53,-1538.7124999999996,406.0375,-711.8150000000005,-1844.4900000000002
0.46,0.4,0.54,-1507.5499999999997,339.285,-556.1350000000002,-1724.3999999999999
0.46,0.4,0.55,-1574.0650000000005,291.1975,-431.8299999999999,-1714.6975000000004
0.47,0.38,0.5,-943.1700000000001,-255.79000000000002,-1105.1399999999994,-2304.0999999999995
0.47,0.38,0.51,-1062.4325,-298.2825,-967.0924999999997,-2327.8075
0.47,0.38,0.52,-1074.2249999999995,-332.5525,-816.1724999999997,-2222.949999999999
0.47,0.38,0.53,-1065.6574999999998,-348.56,-620.0974999999999,-2034.3149999999996
0.47,0.38,0.54,-1124.5274999999997,-360.895,-470.28499999999985,-1955.7074999999995
0.47,0.38,0.55,-1167.8449999999998,-373.795,-378.97749999999996,-1920.6174999999998
0.47,0.39,0.5,-1000.6225,126.21999999999997,-1118.9275000000007,-1993.3300000000006
0.47,0.39,0.51,-1087.3749999999995,36.754999999999995,-997.2024999999994,-2047.8224999999989
0.47,0.39,0.52,-1094.0549999999994,-46.96249999999998,-800.7174999999997,-1941.7349999999992
0.47,0.39,0.53,-1141.1250000000005,-135.1825,-613.6549999999997,-1889.9625
0.47,0.39,0.54,-1109.31,-184.4325,-425.77499999999964,-1719.5174999999995
0.47,0.39,0.55,-1160.7750000000005,-231.91,-289.6099999999997,-1682.2950000000003
0.47,0.4,0.5,-1185.4750000000004,573.78,-1326.38,-1938.0750000000005
0.47,0.4,0.51,-1262.2525000000005,470.225,-1084.4025000000001,-1876.4300000000007
0.47,0.4,0.52,-1253.7474999999995,385.9825,-925.8775000000005,-1793.6425
0.47,0.4,0.53,-1183.3674999999998,305.52250000000004,-602.6050000000005,-1480.4500000000003
0.47,0.4,0.54,-1312.96,222.40499999999997,-554.5174999999999,-1645.0725
0.47,0.4,0.55,-1327.1975000000002,166.57000000000005,-417.8625000000002,-1578.4900000000002
0.48,0.38,0.5,-722.2549999999992,-295.2925,-1097.2600000000002,-2114.8074999999994
0.48,0.38,0.51,-748.1424999999999,-324.64250000000004,-948.0,-2020.7849999999999
0.48,0.38,0.52,-788.9274999999998,-341.02250000000004,-759.3424999999997,-1889.2924999999996
0.48,0.38,0.53,-909.2999999999997,-371.1225,-659.4125000000004,-1939.835
0.48,0.38,0.54,-852.6149999999998,-370.71500000000003,-431.0549999999994,-1654.3849999999993
0.48,0.38,0.55,-977.2150000000001,-378.82,-431.6350000000002,-1787.6700000000003
0.48,0.39,0.5,-811.4524999999994,18.232500000000016,-1227.1599999999999,-2020.3799999999992
0.48,0.39,0.51,-827.2750000000001,-79.07,-976.4375,-1882.7825
0.48,0.39,0.52,-910.2199999999998,-133.89999999999998,-871.5075000000006,-1915.6275000000005
0.48,0.39,0.53,-883.2200000000003,-211.92249999999999,-695.2875000000004,-1790.4300000000005
0.48,0.39,0.54,-958.3024999999998,-250.62499999999997,-563.3400000000001,-1772.2675
0.48,0.39,0.55,-1003.8974999999996,-296.39750000000004,-468.66250000000036,-1768.9575
0.48,0.4,0.5,-942.8825000000002,446.18249999999995,-1336.9350000000004,-1833.6350000000007
0.48,0.4,0.51,-944.4874999999997,360.19250000000005,-1117.1999999999998,-1701.4949999999994
0.48,0.4,0.52,-1053.31,267.80749999999995,-1000.3625000000002,-1785.8650000000002
0.48,0.4,0.53,-1012.1599999999999,183.41750000000002,-773.9400000000005,-1602.6825000000003
0.48,0.4,0.54,-1088.8125,96.315,-633.1449999999995,-1625.6424999999995
0.48,0.4,0.55,-1022.25,23.587500000000034,-339.40250000000015,-1338.065
0.49,0.38,0.5,-498.8774999999996,-340.9875,-1151.1550000000007,-1991.0200000000002
0.49,0.38,0.51,-541.4174999999996,-348.0325,-953.25,-1842.6999999999996
0.49,0.38,0.52,-499.52500000000055,-355.1625,-722.5249999999996,-1577.2125
0.49,0.38,0.53,-654.0100000000002,-384.17499999999995,-696.3900000000003,-1734.5750000000005
0.49,0.38,0.54,-724.9375,-376.16749999999996,-599.5549999999994,-1700.6599999999994
0.49,0.38,0.55,-697.46,-386.785,-387.6900000000005,-1471.9350000000006
0.49,0.39,0.5,-523.835,-84.06,-1223.9974999999995,-1831.8924999999995
0.49,0.39,0.51,-676.6274999999996,-153.515,-1142.7299999999996,-1972.872499999999
0.49,0.39,0.52,-716.835,-234.43,-922.8275000000003,-1874.0925000000004
0.49,0.39,0.53,-668.2174999999997,-278.9525,-760.5174999999999,-1707.6874999999995
0.49,0.39,0.54,-674.6799999999994,-305.09000000000003,-517.0599999999995,-1496.829999999999
0.49,0.39,0.55,-767.0524999999998,-337.07500000000005,-468.5549999999994,-1572.6824999999992
0.49,0.4,0.5,-758.9450000000006,355.415,-1404.2675,-1807.7975000000006
0.49,0.4,0.51,-727.2449999999999,240.84500000000003,-1183.8225000000002,-1670.2225
0.49,0.4,0.52,-763.0124999999998,167.22499999999997,-966.3800000000001,-1562.1675
0.49,0.4,0.53,-766.2725,87.45999999999998,-761.9099999999999,-1440.7224999999999
0.49,0.4,0.54,-711.8999999999996,-3.730000000000018,-556.5275000000001,-1272.1574999999998
0.49,0.4,0.55,-789.0824999999995,-79.71500000000003,-403.90499999999975,-1272.7024999999994
0.5,0.38,0.5,-401.5725000000002,-348.2625,-1311.8925,-2061.7275
0.5,0.38,0.51,-362.1899999999996,-371.455,-1043.1075,-1776.7524999999996
0.5,0.38,0.52,-469.52999999999975,-377.795,-995.1974999999993,-1842.5224999999991
0.5,0.38,0.53,-451.7325000000001,-377.3175,-734.2775000000001,-1563.3275000000003
0.5,0.38,0.54,-542.6125000000002,-392.335,-666.0324999999993,-1600.9799999999996
0.5,0.38,0.55,-493.22999999999956,-392.12,-514.5125000000007,-1399.8625000000002
0.5,0.39,0.5,-394.9875000000002,-168.915,-1322.88,-1886.7825000000003
0.5,0.39,0.51,-461.03499999999985,-230.2425,-1174.0575,-1865.3349999999998
0.5,0.39,0.52,-495.90249999999924,-276.2575,-1022.5900000000001,-1794.7499999999993
0.5,0.39,0.53,-435.72749999999996,-312.685,-787.7725,-1536.185
0.5,0.39,0.54,-390.46000000000004,-327.5625,-479.125,-1197.1475
0.5,0.39,0.55,-564.4025000000001,-359.0875,-551.5424999999996,-1475.0324999999998
0.5,0.4,0.5,-453.09000000000015,238.765,-1393.3375000000005,-1607.6625000000008
0.5,0.4,0.51,-541.8950000000004,146.72500000000002,-1191.2775000000001,-1586.4475000000007
0.5,0.4,0.52,-564.7350000000006,72.005,-1023.1275000000005,-1515.857500000001
0.5,0.4,0.53,-492.6974999999993,-14.822499999999991,-776.3575000000001,-1283.8774999999994
0.5,0.4,0.54,-538.3125,-101.43,-627.8725000000004,-1267.6150000000005
0.5,0.4,0.55,-576.3649999999998,-169.4,-537.6800000000003,-1283.4450000000002
